Balance,Geography
169743.83,Germany
0.0,France
155973.88,France
129321.44,Spain
138650.49,Germany
136487.86,Spain
0.0,France
38617.2,France
0.0,France
82909.14,France
145151.4,Germany
147187.84,Spain
0.0,France
108185.81,Spain
0.0,France
0.0,France
0.0,France
105918.1,France
0.0,France
0.0,Spain
0.0,Spain
59972.26,Germany
157228.61,Spain
0.0,Spain
0.0,France
210433.08,France
102452.71,Germany
0.0,Spain
142987.46,France
143330.56,Spain
0.0,France
120165.4,France
0.0,Spain
0.0,France
66573.17,France
102833.46,France
164757.56,France
153610.61,Spain
0.0,Spain
0.0,Spain
169025.83,Germany
153455.72,Spain
0.0,France
153972.89,France
114609.55,Spain
143625.83,Germany
116520.28,Germany
80926.02,France
166594.78,France
115465.98,France
0.0,France
0.0,France
92618.62,Germany
141825.88,Germany
149594.02,Spain
130051.66,Spain
0.0,France
0.0,France
158468.76,Germany
161889.79,France
133681.78,France
0.0,Spain
187294.46,Spain
0.0,France
0.0,Spain
119706.22,France
0.0,France
138523.2,Germany
90778.76,Spain
99353.42,Germany
111524.49,Germany
128645.67,France
117458.51,Germany
129189.15,France
121260.19,Spain
94231.13,Spain
0.0,France
163757.06,France
0.0,Spain
0.0,France
141005.47,France
105356.09,Germany
0.0,Spain
85897.95,Germany
0.0,France
164672.66,Germany
99169.67,Germany
0.0,France
0.0,France
124053.03,Germany
0.0,France
103499.09,Germany
151766.71,Germany
0.0,Spain
101486.96,France
123601.56,Germany
127201.58,Germany
144962.74,Germany
0.0,France
122017.19,Spain
100262.88,Spain
117302.62,Spain
135984.15,France
0.0,France
160997.54,Germany
128389.63,Germany
0.0,Spain
130554.51,Spain
90212.0,Germany
71996.29,France
85615.66,France
62339.81,France
142319.03,Spain
0.0,France
0.0,Spain
87413.19,France
0.0,France
0.0,France
97560.16,France
141787.31,Germany
129934.64,Spain
166178.02,France
163097.55,Spain
0.0,France
0.0,Spain
151958.19,Germany
0.0,France
118400.91,Germany
0.0,Spain
116322.27,Germany
0.0,Spain
0.0,Spain
143138.91,Germany
0.0,Spain
0.0,France
129804.17,France
108308.11,Germany
110153.27,Germany
116377.48,Germany
117791.06,Germany
0.0,Spain
105419.73,France
99219.47,Germany
119327.93,Germany
83947.12,France
99883.16,Spain
165438.26,France
156111.24,France
111095.58,France
119963.45,France
0.0,Spain
153137.74,Spain
156111.08,Spain
113014.7,France
132615.73,Germany
102016.38,France
0.0,France
0.0,France
0.0,France
0.0,France
80380.24,Germany
108909.12,France
90865.8,France
99799.76,France
200724.96,France
140363.95,Spain
151844.64,France
0.0,France
133231.48,Germany
0.0,France
126598.99,France
113317.1,Germany
0.0,France
93173.88,France
0.0,Spain
105007.31,Germany
0.0,Spain
0.0,Spain
131593.85,Germany
119530.52,Germany
118614.6,Germany
95829.13,Germany
0.0,France
0.0,France
153590.73,France
0.0,France
113109.52,France
130557.24,France
93183.19,France
151933.63,France
125495.64,Germany
0.0,France
118547.72,Germany
97792.21,Spain
0.0,France
0.0,Spain
167181.01,France
121355.19,Germany
0.0,France
0.0,Spain
113226.47,France
118392.75,France
145262.54,Germany
163505.16,France
118114.28,Spain
108449.23,Germany
0.0,France
103294.56,Germany
0.0,France
0.0,France
0.0,Spain
119919.12,France
0.0,France
0.0,France
0.0,Spain
0.0,France
0.0,France
0.0,France
0.0,France
128744.04,France
137727.34,Germany
106731.58,Germany
123544.21,France
133968.96,France
126534.6,Spain
0.0,Spain
87609.68,Spain
0.0,Spain
0.0,Spain
0.0,France
108960.0,Spain
0.0,Spain
144953.31,France
103544.88,France
0.0,France
0.0,France
101487.18,Germany
105355.81,France
77967.5,Spain
0.0,France
0.0,Spain
120047.77,Spain
175464.85,France
79475.3,France
167735.69,Germany
0.0,Spain
74385.98,France
94754.0,Germany
0.0,Spain
86920.86,Germany
132077.48,France
127847.86,France
0.0,France
176702.36,Germany
83555.58,Germany
0.0,France
0.0,Spain
0.0,France
0.0,Spain
96858.35,Spain
0.0,Spain
0.0,France
132796.04,Germany
154970.54,Spain
88902.21,Germany
98738.92,France
0.0,France
0.0,France
137456.28,Germany
0.0,France
73937.02,France
158621.04,France
113257.2,Spain
0.0,France
116536.43,France
0.0,Spain
101070.69,France
0.0,Spain
127331.46,Germany
0.0,Spain
0.0,Spain
105969.42,France
119547.46,France
0.0,Spain
138668.18,Spain
51582.5,France
0.0,France
169902.92,Spain
87262.4,France
0.0,France
0.0,France
0.0,France
0.0,France
0.0,France
0.0,France
0.0,France
0.0,France
150348.37,Germany
115074.02,Germany
0.0,Spain
99986.98,France
110357.0,Germany
166685.92,Germany
95312.8,Spain
202443.47,France
109493.62,Germany
88977.39,Germany
104982.57,France
154110.99,Germany
185714.28,France
116022.53,Germany
0.0,France
164011.48,Germany
0.0,France
101514.89,France
0.0,Spain
0.0,France
134599.33,Germany
147511.26,Spain
78396.08,France
0.0,Spain
110581.29,France
151836.36,Germany
83624.55,Germany
148197.15,France
122924.75,Spain
72594.0,France
115221.36,France
117808.74,Germany
147754.68,France
0.0,Spain
113292.17,France
0.0,Spain
115163.38,Germany
118098.62,Germany
0.0,France
0.0,France
120825.7,Spain
0.0,France
0.0,France
133845.28,Germany
0.0,Spain
108541.04,France
0.0,France
0.0,France
113817.06,Spain
137300.23,France
158024.38,Spain
127837.54,France
161533.0,France
161171.7,France
80958.36,Spain
0.0,Spain
146193.6,France
0.0,Spain
115021.76,Germany
126773.43,Spain
92889.91,Germany
0.0,France
146622.35,France
131038.14,Germany
88820.29,France
115406.97,Spain
132951.92,France
108891.7,Germany
141788.63,Germany
116954.32,Spain
90450.0,Germany
125997.22,Germany
0.0,Spain
0.0,France
0.0,Spain
144637.86,Spain
86616.35,France
0.0,France
127924.25,Germany
0.0,Spain
131240.61,France
0.0,Spain
120046.74,Spain
97819.36,France
62979.93,Spain
0.0,France
161450.03,Germany
0.0,France
119496.25,France
0.0,France
43772.66,France
100249.41,France
0.0,Spain
108028.08,France
53013.29,Germany
0.0,France
122088.67,Germany
90544.0,Germany
0.0,Spain
141252.18,France
147813.05,France
134140.68,France
0.0,France
0.0,France
128548.49,France
122198.21,France
145177.84,Germany
94222.53,Spain
143212.22,Germany
0.0,France
143350.41,Germany
130931.83,France
137851.31,France
0.0,France
0.0,Spain
0.0,Spain
140614.15,France
118680.57,Spain
122917.69,Germany
0.0,France
131754.11,France
0.0,France
0.0,France
119948.09,Germany
0.0,France
0.0,France
0.0,Spain
97266.1,Spain
113690.83,Germany
99056.22,Spain
0.0,France
116338.68,Spain
97339.99,France
0.0,France
137592.31,Germany
108760.27,Germany
128770.88,Germany
0.0,France
44054.84,Spain
119657.53,Germany
108797.63,Germany
0.0,Spain
102025.32,Germany
122446.61,Spain
158786.67,France
125689.29,France
154640.41,Germany
146710.76,Germany
136709.35,Germany
129305.09,Germany
0.0,Spain
0.0,France
82844.33,France
0.0,Spain
0.0,France
76692.22,Germany
117715.84,France
87105.32,France
0.0,France
69311.16,France
0.0,France
66948.67,Spain
0.0,France
128410.71,Spain
99897.53,Germany
0.0,France
152622.34,Germany
0.0,France
138227.19,France
111395.53,France
84386.57,Germany
0.0,France
174673.65,Germany
0.0,France
109019.65,Germany
107906.75,Germany
128914.97,France
111179.83,Spain
124099.13,Germany
122471.09,Germany
134692.4,France
123816.5,France
106288.54,Germany
127723.25,Germany
145843.82,Spain
148200.72,Germany
104145.65,France
142755.25,Germany
81245.79,Germany
168560.46,Germany
0.0,France
132193.94,Germany
0.0,France
139330.1,Germany
0.0,Spain
0.0,France
134571.5,France
143829.2,Germany
0.0,France
133444.97,France
104753.84,Germany
116574.84,Germany
0.0,France
176914.8,France
68348.18,France
0.0,France
56726.83,France
65269.23,Spain
66220.17,Spain
0.0,France
96147.55,France
0.0,France
0.0,Spain
145330.43,Germany
0.0,France
124192.28,Germany
111288.18,Germany
107805.67,France
103700.69,Germany
0.0,France
0.0,France
87739.08,France
133313.34,Spain
0.0,France
154902.66,Germany
0.0,France
112595.85,Germany
119695.75,Germany
0.0,France
0.0,Spain
152614.51,Germany
131647.01,Germany
96654.72,France
137583.04,France
62717.84,Germany
95377.13,France
135936.1,Spain
161591.11,Germany
142382.03,France
0.0,Spain
0.0,Spain
127043.09,France
0.0,Spain
78885.88,Germany
95922.9,Spain
0.0,France
91711.59,France
110031.09,Germany
81210.72,France
122947.92,Germany
182065.85,France
0.0,France
69974.66,Spain
123711.73,France
76495.04,France
0.0,France
0.0,Spain
121874.89,Germany
0.0,France
188455.19,France
99045.93,France
0.0,France
205770.78,Germany
79340.95,France
138456.03,Germany
0.0,France
101099.9,Germany
0.0,Spain
109219.83,France
123276.69,Germany
113034.31,Spain
0.0,Spain
129548.5,Spain
74812.84,France
0.0,France
0.0,Spain
153538.13,Germany
0.0,France
0.0,Spain
155619.36,Spain
159693.9,Spain
171653.17,Spain
47685.47,Germany
0.0,France
0.0,France
123692.0,Spain
148853.29,Germany
133161.95,France
143221.35,Germany
0.0,France
0.0,Spain
0.0,France
126265.88,Germany
0.0,France
112713.34,Spain
141173.03,France
0.0,Spain
0.0,Spain
118866.36,Spain
0.0,France
0.0,Spain
92316.31,Spain
122185.53,Germany
123345.85,France
73070.18,France
0.0,Spain
95120.59,France
102800.65,France
97072.42,France
132876.55,Spain
0.0,Spain
0.0,France
0.0,France
0.0,France
51962.91,France
98759.89,Spain
156570.86,Germany
0.0,France
159024.71,France
73493.17,France
0.0,France
69617.36,France
136526.26,Spain
113736.27,France
106723.28,France
138847.9,Germany
0.0,France
107868.14,Germany
96926.12,Germany
77599.23,France
178787.54,Germany
0.0,France
129668.43,Germany
146178.13,France
0.0,France
0.0,France
154763.21,France
116251.24,Germany
0.0,France
100954.88,Germany
124620.01,France
0.0,Spain
112701.04,France
84692.5,Spain
108204.52,Germany
86449.39,France
0.0,Spain
73194.99,Germany
124593.23,Germany
119655.77,Germany
121765.37,Germany
110837.73,France
99835.17,Spain
91057.37,Germany
0.0,France
149400.27,Spain
89111.63,Germany
132527.9,Germany
114997.42,France
161798.53,France
96129.32,Germany
0.0,Spain
133050.97,France
120124.35,France
0.0,France
133705.74,Spain
0.0,Spain
0.0,France
152805.05,France
151701.45,Germany
0.0,France
112465.06,France
156007.09,Germany
132405.52,Germany
142662.68,France
102603.3,Germany
0.0,Spain
0.0,Spain
105000.85,Spain
0.0,France
69518.95,France
126145.54,Germany
138937.35,France
113581.98,Germany
112572.39,France
114514.71,Germany
0.0,France
0.0,France
84906.45,France
126816.18,Spain
105249.76,Germany
0.0,Spain
109387.9,Germany
122478.51,Germany
137732.23,France
157866.77,France
0.0,France
136789.14,France
0.0,France
144684.03,France
107065.31,France
91301.72,France
207034.96,Spain
0.0,Spain
0.0,Spain
0.0,Spain
0.0,Spain
0.0,France
0.0,Spain
0.0,Spain
92472.1,France
0.0,Spain
127738.75,France
101242.98,Germany
92599.55,France
0.0,Spain
0.0,Spain
82373.94,France
141356.47,Spain
0.0,France
72664.0,Spain
123365.34,France
121898.58,Germany
0.0,Spain
103696.97,France
0.0,France
74129.18,Germany
0.0,France
185379.02,Germany
118087.68,Germany
109402.13,Spain
130367.87,Germany
108410.87,Germany
90408.16,France
90425.15,France
140094.59,Spain
0.0,Spain
95439.4,Germany
204017.4,Germany
0.0,Spain
137115.16,Germany
134740.19,Germany
0.0,France
98955.87,Germany
49157.09,Germany
130240.33,Germany
108019.27,France
126725.25,Germany
96693.66,Germany
129810.6,Germany
156652.13,France
0.0,France
130661.96,France
0.0,France
0.0,France
130747.1,France
106629.49,Germany
112029.83,Spain
130575.26,Germany
96679.71,Germany
0.0,France
171740.69,France
0.0,Spain
100116.67,Germany
120596.93,Germany
0.0,France
95984.69,France
142557.11,France
0.0,France
0.0,Spain
143644.16,Germany
132129.72,France
0.0,France
183555.24,France
91902.56,France
156218.19,France
93259.57,Germany
168085.38,Germany
107714.74,Germany
117852.26,France
0.0,Spain
84474.62,Spain
0.0,France
126803.34,Germany
0.0,France
68806.84,Germany
115141.18,France
0.0,France
90723.36,Spain
151249.45,Germany
0.0,France
94752.49,Germany
0.0,Spain
0.0,Spain
132084.66,France
0.0,France
0.0,France
45472.28,France
0.0,France
130229.71,Germany
123948.85,Germany
127415.85,Germany
110067.71,Germany
65521.2,Spain
0.0,Spain
0.0,France
155736.42,Germany
0.0,Spain
118307.57,France
0.0,France
103099.17,Germany
0.0,France
125789.69,France
109646.83,Germany
127187.86,France
0.0,France
0.0,Spain
130385.82,France
107787.47,France
99325.04,France
0.0,France
123764.95,France
128264.03,Germany
86006.21,Spain
57068.43,Germany
103607.24,Germany
99004.24,Spain
0.0,Spain
147386.72,Spain
93608.28,Spain
0.0,Spain
119496.87,Germany
0.0,Spain
0.0,France
0.0,Spain
152885.77,Germany
99607.37,France
137003.68,France
122831.58,Germany
99811.44,Spain
154712.58,Spain
0.0,Spain
147687.24,Germany
0.0,Spain
127009.83,France
124737.96,Germany
179356.28,Spain
0.0,Spain
127320.36,Germany
125175.58,Spain
186788.96,France
148556.74,France
128644.46,Germany
127476.73,France
159561.93,France
112419.92,France
129991.76,France
0.0,Spain
0.0,Spain
0.0,France
89175.06,Germany
0.0,France
162390.52,Spain
190353.08,Germany
0.0,France
0.0,France
139180.97,France
114435.47,France
149950.19,France
126115.6,France
111396.97,Germany
115007.08,France
102141.9,France
133686.52,Spain
120879.73,France
0.0,Spain
82321.88,Spain
0.0,Spain
116474.28,Spain
132352.69,France
182491.57,Germany
0.0,France
120787.18,Spain
130181.47,France
88348.43,Germany
0.0,Spain
146186.28,Germany
0.0,France
104488.17,Spain
109196.67,Germany
80538.56,France
109026.8,Germany
61319.63,Germany
0.0,France
0.0,France
177822.03,France
110939.3,Germany
165413.43,Germany
77805.66,France
0.0,France
175575.95,Spain
124197.22,Spain
0.0,France
160132.75,France
70258.88,Germany
162657.64,Germany
132217.45,Germany
148042.97,Spain
92855.02,Spain
129289.98,Germany
100252.18,Spain
107592.89,Spain
113096.41,France
0.0,Spain
149940.04,Spain
121438.58,Germany
0.0,France
0.0,France
148874.01,France
68138.37,Spain
110080.3,Spain
0.0,France
114268.85,Germany
117412.35,Germany
0.0,France
0.0,France
35549.81,Germany
0.0,France
136492.92,France
123675.69,Germany
139532.34,France
178713.98,Spain
0.0,France
89086.31,France
96143.47,Spain
32197.64,Germany
0.0,France
0.0,France
0.0,Spain
0.0,France
140306.38,Germany
0.0,France
0.0,France
74483.97,Germany
0.0,France
0.0,Spain
152303.66,France
159904.79,Germany
0.0,France
99557.94,Germany
116886.59,Spain
142188.2,Spain
149961.99,Germany
0.0,France
0.0,France
0.0,Spain
28649.64,Spain
81025.6,France
0.0,France
152462.79,France
0.0,France
155519.59,Spain
118851.05,France
92899.27,France
0.0,France
75263.7,France
147904.31,Spain
106640.5,Germany
90696.78,Germany
175509.8,Spain
0.0,France
0.0,France
114321.28,France
95560.04,Germany
88379.81,Germany
85915.52,Germany
72309.3,Germany
0.0,France
0.0,France
0.0,France
0.0,France
0.0,France
133844.22,France
154872.08,France
0.0,France
116121.67,Spain
107104.5,Germany
71026.77,France
0.0,France
0.0,France
0.0,France
0.0,France
0.0,France
145644.05,France
129667.77,Spain
109341.87,Germany
0.0,France
0.0,France
0.0,Spain
87485.67,France
0.0,France
53369.13,France
0.0,France
146679.77,Spain
112499.42,France
48387.0,Spain
68079.8,Spain
160133.88,Germany
66190.33,France
0.0,France
123761.68,France
122325.58,Germany
0.0,France
138912.17,Spain
0.0,France
128524.19,Germany
0.0,Spain
0.0,France
132934.89,Germany
150805.17,Germany
0.0,Spain
0.0,Spain
165969.26,Spain
124495.98,Germany
141559.5,Germany
114756.14,France
0.0,France
155393.98,Germany
0.0,Spain
128663.81,Germany
113522.64,Spain
0.0,Spain
0.0,France
79035.95,Spain
0.0,Spain
141918.09,Germany
107944.33,France
0.0,France
120043.13,Germany
125191.69,Spain
96399.31,France
0.0,France
76961.6,France
98675.74,Germany
126817.13,Germany
121394.42,France
106059.4,Germany
112755.34,Germany
0.0,Spain
0.0,Spain
145400.69,Germany
72647.64,France
0.0,Spain
96340.81,Germany
0.0,Spain
124450.36,Germany
113877.23,Germany
0.0,Spain
148667.81,France
0.0,France
111065.93,France
0.0,France
158697.61,France
0.0,France
0.0,Spain
90044.32,France
84651.79,Germany
102128.27,Germany
148846.39,Germany
154953.94,France
108883.29,France
112070.86,France
131354.39,Germany
132746.2,Germany
0.0,France
125211.55,France
0.0,Spain
139422.37,Germany
0.0,France
157099.47,Germany
0.0,France
83600.24,Spain
0.0,France
81795.74,Germany
129378.32,Spain
0.0,France
0.0,Spain
99339.0,France
0.0,Spain
74430.1,Germany
91241.85,Spain
99092.45,Germany
0.0,France
100062.16,Germany
98723.67,Germany
0.0,Spain
128760.32,France
144772.69,Spain
0.0,Spain
71281.29,France
117035.89,France
0.0,France
3768.69,France
108913.84,Germany
101100.22,Germany
110615.47,France
152143.89,Germany
121797.09,France
109798.25,France
122403.24,Germany
145860.98,France
0.0,Spain
0.0,France
105086.74,Germany
114991.45,France
96769.04,Spain
0.0,France
0.0,France
132725.1,Germany
0.0,France
0.0,France
0.0,France
84557.82,Spain
93817.41,France
113913.53,France
140406.68,Germany
105229.34,Spain
0.0,Spain
137891.35,France
0.0,France
0.0,France
165252.52,France
0.0,France
0.0,France
0.0,Spain
122034.4,Germany
0.0,France
118962.58,France
0.0,Spain
71379.53,France
171178.25,France
131307.11,France
0.0,Spain
87099.85,Spain
183135.39,France
0.0,France
0.0,France
0.0,France
0.0,France
72535.45,Spain
128137.42,Germany
0.0,France
115915.53,Germany
0.0,France
0.0,France
107000.49,France
0.0,Spain
0.0,France
152806.74,Spain
92887.06,France
0.0,France
114940.67,Germany
140641.26,Germany
71816.74,Germany
0.0,France
165282.42,France
143145.87,Spain
114731.76,France
113909.69,Germany
116695.27,Germany
0.0,France
0.0,Spain
0.0,France
93978.96,Germany
121968.11,Germany
97324.91,France
0.0,Spain
0.0,France
0.0,France
145155.37,France
137222.77,France
0.0,France
114268.22,Germany
0.0,Spain
0.0,Spain
150490.32,France
160858.13,Germany
170288.38,Spain
111568.01,Germany
83889.03,Spain
171982.95,Germany
0.0,France
137624.4,France
121159.65,France
0.0,France
0.0,Spain
91184.01,France
0.0,Spain
144027.8,Germany
0.0,France
140170.61,France
62092.9,France
0.0,Spain
0.0,Spain
0.0,France
103516.87,France
0.0,Spain
0.0,France
0.0,France
0.0,France
85162.26,Spain
143061.88,France
0.0,Spain
137388.01,Spain
137712.01,Germany
106901.42,Germany
105603.21,Spain
150679.71,Germany
108300.27,Germany
52016.08,France
60515.13,Germany
158584.28,Germany
118812.5,Germany
0.0,Spain
0.0,France
91219.29,Germany
0.0,Spain
76318.64,France
0.0,Spain
0.0,France
111432.13,Germany
150148.51,Spain
38550.06,France
119013.86,France
111213.64,Germany
71097.23,Germany
109632.85,Spain
148368.02,France
148600.91,France
71083.98,France
139625.34,France
0.0,France
0.0,France
81564.1,France
0.0,Spain
124540.28,France
133616.39,France
101648.5,Germany
124281.84,France
0.0,France
0.0,Spain
183613.66,France
136186.44,Germany
137682.68,France
106005.54,France
152310.55,France
0.0,France
134446.04,Spain
142289.28,France
0.0,France
0.0,France
149003.76,Germany
131341.46,Germany
77919.78,Spain
0.0,France
108309.0,France
0.0,Spain
0.0,Spain
115462.02,Germany
0.0,Spain
122739.1,Germany
0.0,France
113781.5,Germany
0.0,Spain
0.0,France
128284.45,France
120591.19,Germany
0.0,France
166968.28,France
0.0,Spain
0.0,France
0.0,Spain
71667.97,Germany
82729.47,Germany
0.0,France
0.0,France
0.0,Spain
129626.19,Germany
114035.39,Germany
151922.94,Germany
0.0,France
107751.68,Spain
0.0,France
101179.23,Spain
0.0,Spain
0.0,France
0.0,France
58571.18,Germany
153058.64,Germany
98270.34,Germany
130788.71,France
99165.84,Germany
0.0,France
0.0,France
115636.05,Spain
185932.18,Germany
72549.0,Germany
0.0,France
0.0,France
0.0,France
121890.06,Germany
99786.07,France
0.0,France
115084.53,Germany
0.0,France
127661.69,France
118907.6,Germany
77627.33,Germany
160625.17,Spain
0.0,Spain
124266.86,France
127974.06,France
0.0,France
0.0,Spain
104911.35,Germany
0.0,France
0.0,France
110646.54,Spain
0.0,France
126704.49,Germany
0.0,France
84560.04,Spain
0.0,France
129893.56,Germany
167385.81,Spain
0.0,France
105858.71,Germany
123070.89,Germany
0.0,France
0.0,Spain
0.0,France
125141.24,Germany
96173.17,France
0.0,Spain
0.0,Spain
0.0,France
127543.11,Germany
0.0,France
0.0,France
103101.56,France
126113.28,France
40488.76,France
137389.77,Germany
85146.36,France
129828.58,Germany
80214.36,France
0.0,France
141796.43,France
195238.29,France
111348.15,Germany
0.0,France
0.0,France
64404.26,Germany
154309.67,Germany
129431.36,France
134204.67,Spain
0.0,France
0.0,France
0.0,France
116711.06,Germany
0.0,France
54980.81,Spain
99773.85,Spain
101231.77,Germany
117070.21,Germany
73314.04,Germany
0.0,France
212314.03,France
136067.82,France
109052.04,Spain
79126.17,France
0.0,Spain
108308.0,France
102290.56,Germany
102025.08,France
113383.07,Germany
102541.1,Spain
0.0,Spain
0.0,Spain
109941.51,France
141749.68,Germany
0.0,France
0.0,France
85146.48,France
134066.1,France
0.0,France
0.0,Spain
87619.29,France
0.0,France
0.0,Spain
0.0,Spain
103409.16,Germany
123040.38,Germany
108128.52,France
169023.33,Germany
0.0,France
0.0,Spain
0.0,France
222267.63,Spain
144090.42,Germany
114835.43,France
0.0,France
145030.92,France
71240.3,France
138772.15,France
93617.07,Spain
0.0,Spain
0.0,Spain
74237.2,Spain
127421.78,Germany
61274.7,Spain
106486.66,France
73194.52,France
146498.76,Germany
0.0,France
0.0,France
0.0,Spain
120355.0,Spain
117265.21,France
0.0,France
0.0,Spain
109974.22,Germany
98009.13,Germany
0.0,France
0.0,France
171671.9,Spain
0.0,Spain
0.0,France
128213.96,France
116197.65,Germany
0.0,France
86607.39,Spain
0.0,France
98854.34,Germany
0.0,France
0.0,France
97338.19,Germany
0.0,France
0.0,Spain
131698.57,France
130110.45,Germany
0.0,Spain
165149.13,Spain
101707.8,Spain
105588.66,France
111336.89,Germany
78391.17,France
0.0,Spain
0.0,France
144326.09,Germany
101278.25,Germany
108711.57,Germany
108555.07,Spain
146781.24,Germany
0.0,France
0.0,Spain
0.0,France
0.0,France
103291.25,Germany
209490.21,Spain
0.0,Spain
0.0,France
0.0,France
0.0,Spain
0.0,France
149405.18,France
191665.21,France
0.0,Spain
135071.12,France
0.0,France
0.0,Spain
181804.34,Germany
47020.65,France
128518.98,France
142658.04,Germany
120150.39,France
81905.95,France
137998.2,France
123126.29,Germany
0.0,France
135645.29,Germany
122449.31,Spain
161766.87,Spain
0.0,France
123187.51,Germany
150956.71,Germany
105021.28,Spain
0.0,France
133204.91,Spain
0.0,Spain
115488.52,Germany
0.0,France
0.0,Spain
0.0,Spain
0.0,France
130565.02,Germany
91328.71,France
0.0,France
81310.34,France
107136.6,France
0.0,Spain
0.0,France
0.0,France
108477.49,France
144757.97,Germany
0.0,Spain
113110.26,Spain
106414.57,France
106920.91,Spain
0.0,Spain
131513.26,Germany
0.0,France
134320.23,France
79715.36,France
74306.19,France
0.0,Spain
126428.38,Germany
99640.89,Spain
66338.68,France
0.0,Spain
128226.37,Spain
0.0,France
0.0,France
0.0,Spain
0.0,France
122168.65,France
178074.33,France
135078.41,Germany
69434.4,Spain
0.0,France
0.0,France
122726.56,Germany
164496.99,France
0.0,Spain
150219.41,France
187534.79,France
0.0,France
0.0,France
103108.17,France
96486.57,Germany
90560.48,Germany
131764.96,Spain
92476.88,Spain
152076.93,Germany
0.0,France
0.0,France
43504.42,France
0.0,Spain
0.0,Spain
93569.86,Germany
102486.21,Spain
0.0,France
114346.3,Germany
110203.77,France
128362.59,France
143888.22,Germany
170600.78,Spain
0.0,France
0.0,Spain
75339.64,France
122038.34,France
0.0,France
186825.57,France
124788.18,France
0.0,France
0.0,France
138553.57,France
0.0,Spain
105387.89,France
95053.1,Spain
0.0,France
0.0,Spain
137361.96,France
158537.42,Spain
0.0,Spain
143595.87,Germany
169947.41,Germany
148167.83,France
0.0,France
48023.83,France
155655.46,France
0.0,France
0.0,France
0.0,France
121240.76,France
0.0,France
0.0,France
129847.75,Germany
118772.71,Germany
0.0,France
105163.88,Germany
0.0,France
0.0,France
0.0,France
93934.63,France
117866.92,France
0.0,France
122857.46,Spain
0.0,France
127103.97,France
0.0,France
96402.96,France
132512.26,France
107604.66,Spain
0.0,France
0.0,France
120875.23,Germany
71786.9,France
113143.12,France
150777.72,Spain
174894.53,Spain
0.0,France
160416.56,France
91246.53,France
0.0,Spain
0.0,France
98775.23,Germany
139756.12,Germany
177626.77,Spain
0.0,France
0.0,Spain
0.0,Spain
152496.82,Germany
0.0,France
112930.28,Germany
113674.2,Germany
0.0,France
144450.58,France
171236.3,France
96776.49,Spain
145984.92,Germany
96353.8,Germany
0.0,France
115777.23,Germany
122822.0,France
0.0,Spain
0.0,France
79450.09,Spain
122394.0,Germany
0.0,Spain
134378.89,Germany
0.0,France
88161.85,Spain
142412.13,Spain
121030.9,France
165982.43,Germany
0.0,Spain
206663.75,France
94661.53,Germany
174400.36,France
123428.69,Spain
175735.5,Spain
78381.13,Spain
115345.86,France
118613.34,Germany
109960.06,Germany
142703.4,Germany
121729.42,Germany
0.0,France
139496.35,France
0.0,Spain
138521.83,Spain
0.0,France
83727.68,Germany
0.0,Spain
0.0,France
124179.3,Spain
128829.25,France
171490.78,France
0.0,Spain
0.0,Spain
0.0,Spain
0.0,France
160818.08,France
156367.6,Germany
121669.93,Germany
133970.22,France
0.0,France
96127.27,France
121907.97,Spain
0.0,Spain
0.0,Spain
77701.64,Germany
0.0,France
0.0,France
113922.44,Spain
183997.7,Germany
0.0,France
0.0,France
89799.46,France
0.0,Spain
85660.96,Spain
115569.21,Germany
81828.22,France
132694.73,Germany
108867.0,Spain
0.0,France
0.0,France
96152.68,Germany
153855.52,Germany
0.0,France
141334.95,France
104584.11,Germany
98173.02,Germany
0.0,Spain
135157.05,Germany
171601.27,Germany
179539.2,France
80615.46,Germany
0.0,Spain
126285.73,Germany
137964.51,Germany
159434.03,Germany
113574.61,Germany
0.0,France
124573.33,Germany
105864.6,Germany
104552.61,Germany
0.0,France
0.0,France
0.0,France
119492.88,Germany
130499.09,France
140576.11,Spain
91025.58,Germany
0.0,France
125877.65,France
45752.78,Spain
121778.71,France
127948.57,Germany
0.0,France
115286.68,Germany
62078.21,Germany
0.0,France
175406.13,Spain
131643.25,Spain
151739.65,Germany
93616.35,France
138597.54,Germany
0.0,France
0.0,France
85225.21,France
148749.29,France
130013.12,Germany
0.0,Spain
0.0,France
111729.47,France
180169.44,France
0.0,Spain
0.0,Spain
0.0,France
0.0,Spain
0.0,France
103914.17,Germany
88772.87,France
0.0,France
131184.67,France
117810.79,France
0.0,France
92466.21,Germany
102741.15,Germany
178755.84,France
0.0,France
146602.25,Germany
0.0,France
0.0,France
115702.67,Spain
137655.31,Germany
0.0,France
59877.33,Spain
100082.14,France
107304.39,Germany
0.0,Spain
96032.22,Spain
0.0,Spain
144553.5,Germany
86172.81,Germany
0.0,France
87212.8,Germany
0.0,France
130700.92,Germany
0.0,France
0.0,France
0.0,Spain
171325.98,Spain
92930.92,Spain
0.0,France
77556.79,France
102874.28,France
146093.39,France
0.0,Spain
79811.72,Spain
105473.74,Spain
121927.92,Germany
61671.19,Spain
149363.12,Germany
152309.37,France
0.0,France
111629.29,Spain
0.0,France
96296.78,Spain
95830.43,France
135919.33,France
185966.64,France
0.0,France
0.0,France
92244.83,Germany
112727.06,France
100359.54,France
105301.5,Germany
112994.65,Spain
89025.88,Germany
95478.17,France
0.0,France
119127.46,Germany
128206.79,France
0.0,France
71433.08,Germany
118214.32,Germany
102258.11,France
